id,q,r
3816,"""it means you can join the national guard , get a clue .""","""I dont believe I need a clue , so I will let you have it instead Brady ."""
3817,"""Does he also accuse the public schools of neglecting to teach that Hitler was an avid Christian ?""","""And lets not neglect the fact that he was tetotal and a vegetarian to boot ."""
3818,"""The right to have a choice IS a legal issue .""","""Ingus , please see my comments at the end of my previous post ."""
3819,"""The Hidden Agenda Behind Gun Storage Laws By David Kopel In Canada and Great Britain deceitful `` safe storage `` laws allow government invasion of gun owners ` homes .""","""But we have an enumerated Constitutional RKBA . Apples to oranges ."""
3820,"""Mere ownership does not give me the right to kill innocent people whom I find on my property , and indeed I am apt to be held responsible if such people injure themselves while on my property .""","""But we certainly have the right to evict such persons . But then , regardless , the embryo is not a person ."""
3821,"""Was n't he the one who got caught making up statistics and impersonated a woman for three years to support the pro-gun cause ?""","""And the Violence Policy Center is somehow more trustworthy ?"""
3822,"""Lets say that at some point in the near future a world was found on which lived beings with an intelligence and self awareness like our own along with society , religion and culture .""","""Reasonable people would look for justification for their beliefs ."""
3844,"""Incidentally , I am interested in your comment that natural selection is consistent with creationism .""","""Where has it been shown ? How is it used to make predictions about species chances of survival for the future ?"""
3845,"""I agree ... and there is lots of life sitting in state homes waiting for that hope !""","""Its better then being dead ............."""
3846,"""If a god allowed people to make choices that could hurt them , he might be called benevolent if those choices taught the people a lesson .""","""So you actually know enough , you can see the beginning and end of time , you know what is inside each and every individual on the planet so much so that you can say God is wrong to do any given act ?"""
3847,"""Can pharmacies reserve the right to `` refuse service to anyone `` just like other businesses ?""","""Is this not illegal ?"""
3848,"""Got that , boys and girls ... registration and prohibitions on transporting some firearms across state lines ?""","""Is this what you guys are after ?"""
3849,"""The ban on assault weapons stands on such poltically weak and Constitutionally weak ground that Congress only had the guts and the will to try it for 10 years .""","""Thank you for your reply kelvin90701 ."""
3850,"""At the age of 77 , in the year 2041 , Andrea will be eligible for parole .""","""Andrea Yates - Profile of Andrea Yates Cybererratus , is Gary Ridgway something of a hero to you ?"""
3851,"""This should be easy for you students of evolution . How did a lizard evolve an avian lung ?""","""Lizards did n't evolve an avian lung ."""
3852,"""Then , the apologetics got into `` Genesis Kinds `` and all that poo . Was it before or after Origin of Species ?""","""From one follower of a 7th Day Adventist prophetess came `` flood geology `` in the early 20th century ."""
3853,"""In regard to your friends ' actions ... do you agree with abortion being a last resort `` birth control `` when contraceptives or humans fail ?""","""question two : I believe that many people that are against abortion are working on ending hunger ."""
3854,"""Society needs to come to grips with how it is going to view homosexuality before the law , absent from the philosophical issue is debated .""","""Just like we waited until after society decided how it would view civil rights for blacks ?"""
3855,"""We 've had plenty of people claiming that being on the no fly list , or the suspected terrorist watch list , should be all the criteria necessary for denying a person the right to buy a gun .""","""Maybe you could mention some of these plenty people ."""
3856,"""Are you suggesting that if abortion were banned that abortion clinics that are already done will flood the US ?""","""And not that much longer for segregation in many states ."""
